,cb2020,borocode,boroname,ct2020,bctcb2020,geoid,shape_leng,shape_area,geometry,land_cvr_0,land_cvr_1,land_cvr_2,land_cvr_3,land_cvr_4,land_cvr_5,land_cvr_6,land_cvr_7,land_cvr_8,land_cvr_1_rb,land_cvr_2_rb,land_cvr_3_rb,land_cvr_4_rb,land_cvr_5_rb,land_cvr_6_rb,land_cvr_7_rb,land_cvr_8_rb,elev_mean,elev_min,elev_max,elev_q1,elev_q3,ntaname,elev_mean_ct,elev_min_ct,elev_max_ct,elev_q1_ct,elev_q3_ct,catch_basin_count,catch_basin_density,sub_entr_count,rw_length,rw_avg_elev,lake_res_ind,pond_ind,river_ind,stream_ind,wl_marsh_ind,beach_shore_ind,bay_ocean_ind
1069,1000,1,Manhattan,006400,10064001000,360610064001000,1975.13001622,196788.002798,"POLYGON ((989675.025390625 208352.01721191406, 989541.5740356445 208109.00659179688, 988920.4169921875 208453.40881347656, 989053.0952148438 208696.30798339844, 989185.3308105469 208623.07781982422, 989291.2772216797 208564.40618896484, 989581.7716064453 208403.53521728516, 989607.8378295898 208388.9962158203, 989675.025390625 208352.01721191406))",0.557021,0.047347,0.002974,0.0,0.0,0.209718,0.092462,0.090479,0.0,0.106883,0.006714,0.0,0.0,0.473427,0.208728,0.204251,0.0,10.0,0,31,0,21,Gramercy,9.7,0,31,0,18,7.0,3.5571274165455084e-05,,,,0,0,0,0,0,0,0
1070,1001,1,Manhattan,006400,10064001001,360610064001001,1974.15420037,196807.810829,"POLYGON ((989541.5740356445 208109.00659179688, 989406.7482299805 207867.04498291016, 988786.0866088867 208210.5317993164, 988920.4169921875 208453.40881347656, 989541.5740356445 208109.00659179688))",0.556509,0.056561,0.002544,0.0,0.0,0.212005,0.090332,0.082049,0.0,0.127536,0.005736,0.0,0.0,0.478037,0.203684,0.185007,0.0,8.7,0,26,0,19,Gramercy,9.7,0,31,0,18,6.0,3.0486594890348166e-05,,,,0,0,0,0,0,0,0
1071,2000,1,Manhattan,006400,10064002000,360610064002000,1934.84290989,182970.302708,"POLYGON ((989406.7482299805 207867.04498291016, 989282.3782348633 207641.3367919922, 988661.2346191406 207984.7218017578, 988786.0866088867 208210.5317993164, 989406.7482299805 207867.04498291016))",0.569329,0.076588,0.007615,0.0,0.0,0.193657,0.059117,0.093695,0.0,0.177834,0.017682,0.0,0.0,0.449663,0.137267,0.217556,0.0,7.4,0,25,0,14,Gramercy,9.7,0,31,0,18,7.0,3.825757457029085e-05,,,,0,0,0,0,0,0,0
1072,2001,1,Manhattan,006400,10064002001,360610064002001,1879.60438461,94292.0016178,"POLYGON ((989282.3782348633 207641.3367919922, 989164.3173828125 207428.92919921875, 989167.3928222656 207531.54418945312, 989095.6052246094 207571.16302490234, 989110.3682250977 207597.6337890625, 989004.5850219727 207656.1480102539, 988930.3768310547 207697.1964111328, 988642.1434326172 207845.56280517578, 988597.5853881836 207870.00079345703, 988661.2346191406 207984.7218017578, 989282.3782348633 207641.3367919922))",0.752423,0.022761,0.002961,0.0,0.0,0.133425,0.045853,0.042577,0.0,0.091935,0.01196,0.0,0.0,0.538923,0.185207,0.171975,0.0,4.5,0,25,0,0,Gramercy,9.7,0,31,0,18,4.0,4.24214136021151e-05,,,,0,0,0,0,0,0,0
1073,2002,1,Manhattan,006400,10064002002,360610064002002,1616.9580682,78137.0519838,"POLYGON ((989164.3173828125 207428.92919921875, 988715.4863891602 207677.1112060547, 988543.3706054688 207772.2846069336, 988580.3594360352 207838.9530029297, 988597.5853881836 207870.00079345703, 988642.1434326172 207845.56280517578, 988930.3768310547 207697.1964111328, 989004.5850219727 207656.1480102539, 989110.3682250977 207597.6337890625, 989095.6052246094 207571.16302490234, 989167.3928222656 207531.54418945312, 989164.3173828125 207428.92919921875))",0.716602,0.023912,0.000685,0.0,0.0,0.170888,0.044968,0.042944,0.0,0.084376,0.002417,0.0,0.0,0.602996,0.158674,0.151532,0.0,5.4,0,26,0,17,Gramercy,9.7,0,31,0,18,3.0,3.8394077122617624e-05,,,,0,0,0,0,0,0,0
1074,3000,1,Manhattan,006400,10064003000,360610064003000,1907.07973298,173433.403371,"POLYGON ((989164.3173828125 207428.92919921875, 989044.1157836914 207214.71759033203, 988597.4451904297 207463.28259277344, 988425.4016113281 207558.72882080078, 988543.3706054688 207772.2846069336, 988715.4863891602 207677.1112060547, 989164.3173828125 207428.92919921875))",0.579698,0.035352,0.005093,0.0,0.0,0.169798,0.080626,0.129433,0.0,0.084111,0.012117,0.0,0.0,0.40399,0.191829,0.307952,0.0,9.1,0,28,0,21,Gramercy,9.7,0,31,0,18,5.0,2.882950978770942e-05,,,,0,0,0,0,0,0,0
1075,4000,1,Manhattan,006400,10064004000,360610064004000,2090.03068399,203738.414348,"POLYGON ((990094.9094238281 207481.74060058594, 989973.2955932617 207259.10021972656, 989940.9694213867 207276.1771850586, 989806.0484008789 207351.23278808594, 989282.3782348633 207641.3367919922, 989406.7482299805 207867.04498291016, 990070.5230102539 207500.5203857422, 990094.9094238281 207481.74060058594))",0.588165,0.061409,0.006187,0.0,0.0,0.208208,0.074211,0.06182,0.0,0.149111,0.015023,0.0,0.0,0.505562,0.180196,0.150109,0.0,5.8,0,22,0,13,Gramercy,9.7,0,31,0,18,9.0,4.4174290983865944e-05,,,,0,0,0,0,0,0,0
1076,5000,1,Manhattan,006400,10064005000,360610064005000,2101.3729034,215073.582396,"POLYGON ((990196.891784668 207745.37139892578, 990187.6126098633 207668.72198486328, 990094.9094238281 207481.74060058594, 990070.5230102539 207500.5203857422, 989406.7482299805 207867.04498291016, 989541.5740356445 208109.00659179688, 990196.891784668 207745.37139892578))",0.566763,0.025703,0.003702,0.0,0.0,0.226015,0.103814,0.074003,0.0,0.059328,0.008545,0.0,0.0,0.521689,0.239624,0.170814,0.0,6.4,0,21,0,14,Gramercy,9.7,0,31,0,18,8.0,3.719657203305498e-05,,,,0,0,0,0,0,0,0
1077,6000,1,Manhattan,006400,10064006000,360610064006000,2055.8946685,208273.888389,"POLYGON ((990332.2579956055 207988.15698242188, 990196.891784668 207745.37139892578, 989541.5740356445 208109.00659179688, 989675.025390625 208352.01721191406, 989933.6008300781 208208.78662109375, 990092.934387207 208120.60760498047, 990332.2579956055 207988.15698242188))",0.566219,0.080468,0.003176,0.0,0.0,0.146813,0.084436,0.118888,0.0,0.185504,0.007322,0.0,0.0,0.33845,0.194651,0.274074,0.0,7.5,0,24,0,16,Gramercy,9.7,0,31,0,18,5.0,2.4006850012140434e-05,,,,0,0,0,0,0,0,0
1078,4002,1,Manhattan,006400,10064004002,360610064004002,2062.77673603,192233.378818,"POLYGON ((989851.1727905273 207043.6444091797, 989767.6605834961 206891.53619384766, 989735.9536132812 206833.58282470703, 989705.5532226562 206849.30419921875, 989231.5767822266 207111.6987915039, 989213.8206176758 207121.8358154297, 989044.1157836914 207214.71759033203, 989164.3173828125 207428.92919921875, 989685.1892089844 207139.5958251953, 989826.1502075195 207055.48498535156, 989851.1727905273 207043.6444091797))",0.600576,0.080216,0.004373,0.0,0.0,0.146166,0.079156,0.089513,0.0,0.200829,0.010948,0.0,0.0,0.365942,0.198175,0.224105,0.0,6.7,0,22,0,15,Gramercy,9.7,0,31,0,18,7.0,3.641407149497882e-05,,,,0,0,0,0,0,0,0
1079,4001,1,Manhattan,006400,10064004001,360610064004001,2067.96554096,192660.072167,"POLYGON ((989973.2955932617 207259.10021972656, 989941.4451904297 207200.36779785156, 989923.4796142578 207169.1771850586, 989851.1727905273 207043.6444091797, 989826.1502075195 207055.48498535156, 989685.1892089844 207139.5958251953, 989164.3173828125 207428.92919921875, 989282.3782348633 207641.3367919922, 989806.0484008789 207351.23278808594, 989940.9694213867 207276.1771850586, 989973.2955932617 207259.10021972656))",0.602338,0.04902,0.001708,0.0,0.0,0.128664,0.090593,0.127677,0.0,0.123271,0.004295,0.0,0.0,0.323551,0.227814,0.321069,0.0,6.3,0,21,0,13,Gramercy,9.7,0,31,0,18,8.0,4.152391260948717e-05,,,,0,0,0,0,0,0,0
1080,1000,1,Manhattan,006500,10065001000,360610065001000,1452.2770626,120002.115248,"POLYGON ((984634.6088256836 206042.40618896484, 984497.0764160156 205827.95458984375, 984108.4714355469 206078.76141357422, 984231.5485839844 206302.46478271484, 984634.6088256836 206042.40618896484))",0.52016,0.098568,0.00285,0.0,0.0,0.228773,0.067923,0.081726,0.0,0.205418,0.005939,0.0,0.0,0.476769,0.141553,0.170319,0.0,7.6,0,22,0,15,Greenwich Village,11.3,0,37,0,23,3.0,2.4999559331101034e-05,,,,0,0,0,0,0,0,0
1081,1001,1,Manhattan,006500,10065001001,360610065001001,3022.73403211,508907.181248,"POLYGON ((985088.5579833984 205748.54858398438, 985479.8793945312 205495.85900878906, 985341.1198120117 205291.84381103516, 985200.0571899414 205072.13598632812, 984981.7406005859 205214.025390625, 984784.3624267578 205340.19659423828, 984705.7058105469 205391.36041259766, 984567.5212402344 205478.5802001953, 984359.8619995117 205615.34381103516, 984497.0764160156 205827.95458984375, 984634.6088256836 206042.40618896484, 985088.5579833984 205748.54858398438))",0.532257,0.316586,0.036099,0.0,0.0,0.003149,0.023368,0.088541,0.0,0.676837,0.077177,0.0,0.0,0.006732,0.049959,0.189294,0.0,13.3,0,37,0,28,Greenwich Village,11.3,0,37,0,23,7.0,1.375496408369362e-05,,,,0,0,0,0,0,0,0
1082,1002,1,Manhattan,006500,10065001002,360610065001002,1036.36650222,67199.3927453,"POLYGON ((984784.3624267578 205340.19659423828, 984636.6232299805 205120.60400390625, 984425.6525878906 205256.55841064453, 984567.5212402344 205478.5802001953, 984705.7058105469 205391.36041259766, 984784.3624267578 205340.19659423828))",0.477867,0.057004,0.004237,0.0,0.0,0.27467,0.078552,0.10767,0.0,0.109175,0.008115,0.0,0.0,0.526054,0.150444,0.206212,0.0,13.8,0,30,0,27,Greenwich Village,11.3,0,37,0,23,2.0,2.9762173708628967e-05,,,,0,0,0,0,0,0,0
1083,1003,1,Manhattan,006500,10065001003,360610065001003,1591.32647094,86217.480381,"POLYGON ((984497.0764160156 205827.95458984375, 984359.8619995117 205615.34381103516, 984314.8986206055 205794.22161865234, 984176.442199707 205880.93182373047, 984111.9046020508 205775.29022216797, 983985.4827880859 205856.8389892578, 984108.4714355469 206078.76141357422, 984497.0764160156 205827.95458984375))",0.636693,0.034502,0.007256,0.0,0.0,0.181696,0.066654,0.073198,0.0,0.094967,0.019972,0.0,0.0,0.500117,0.183465,0.201477,0.0,5.4,0,22,0,13,Greenwich Village,11.3,0,37,0,23,3.0,3.479572804427626e-05,,,,0,0,0,0,0,0,0
1084,1004,1,Manhattan,006500,10065001004,360610065001004,766.673740482,28692.5854651,"POLYGON ((984359.8619995117 205615.34381103516, 984111.9046020508 205775.29022216797, 984176.442199707 205880.93182373047, 984314.8986206055 205794.22161865234, 984359.8619995117 205615.34381103516))",0.565933,0.067696,0.0,0.0,0.0,0.227137,0.043827,0.095407,0.0,0.155957,0.0,0.0,0.0,0.523276,0.100968,0.219798,0.0,6.5,0,22,0,13,Greenwich Village,11.3,0,37,0,23,,,,,,0,0,0,0,0,0,0
1085,1005,1,Manhattan,006500,10065001005,360610065001005,1631.04873011,104467.818297,"POLYGON ((984111.9046020508 205775.29022216797, 984359.8619995117 205615.34381103516, 984326.4479980469 205563.57580566406, 984232.5427856445 205622.9067993164, 984206.4890136719 205582.54040527344, 984204.0438232422 205584.10418701172, 984176.7810058594 205541.73498535156, 984273.6174316406 205481.7260131836, 984215.974609375 205392.4210205078, 983858.5441894531 205623.36199951172, 983985.4827880859 205856.8389892578, 984111.9046020508 205775.29022216797))",0.552019,0.134719,0.003576,0.0,0.0,0.154402,0.06751,0.087772,0.0,0.300725,0.007982,0.0,0.0,0.344662,0.150698,0.195928,0.0,8.2,0,24,0,18,Greenwich Village,11.3,0,37,0,23,5.0,4.7861629365945937e-05,2.0,,,0,0,0,0,0,0,0
1086,1006,1,Manhattan,006500,10065001006,360610065001006,423.749092329,11018.6856982,"POLYGON ((984326.4479980469 205563.57580566406, 984273.6174316406 205481.7260131836, 984176.7810058594 205541.73498535156, 984204.0438232422 205584.10418701172, 984206.4890136719 205582.54040527344, 984232.5427856445 205622.9067993164, 984326.4479980469 205563.57580566406))",0.484418,0.014728,0.002129,0.0,0.0,0.385768,0.058186,0.05477,0.0,0.028566,0.004129,0.0,0.0,0.748219,0.112855,0.106229,0.0,10.0,0,23,0,18,Greenwich Village,11.3,0,37,0,23,,,,,,0,0,0,0,0,0,0
1087,1007,1,Manhattan,006500,10065001007,360610065001007,1027.30059752,65899.1258107,"POLYGON ((984567.5212402344 205478.5802001953, 984425.6525878906 205256.55841064453, 984382.8240356445 205284.30938720703, 984215.974609375 205392.4210205078, 984273.6174316406 205481.7260131836, 984326.4479980469 205563.57580566406, 984359.8619995117 205615.34381103516, 984567.5212402344 205478.5802001953))",0.47924,0.087404,0.009287,0.0,0.0,0.264704,0.079223,0.08014,0.0,0.167839,0.017834,0.0,0.0,0.508303,0.15213,0.15389,0.0,11.6,0,27,0,21,Greenwich Village,11.3,0,37,0,23,5.0,7.587354063486154e-05,,,,0,0,0,0,0,0,0
1088,1008,1,Manhattan,006500,10065001008,360610065001008,1012.85897864,63869.0519387,"POLYGON ((984981.7406005859 205214.025390625, 984835.9536132812 204984.03259277344, 984636.6232299805 205120.60400390625, 984784.3624267578 205340.19659423828, 984981.7406005859 205214.025390625))",0.481462,0.064902,0.002363,0.0,0.0,0.288666,0.109151,0.053456,0.0,0.125163,0.004557,0.0,0.0,0.556692,0.210498,0.10309,0.0,10.5,0,31,0,18,Greenwich Village,11.3,0,37,0,23,3.0,4.6971105863279895e-05,,,,0,0,0,0,0,0,0
1089,2000,1,Manhattan,006500,10065002000,360610065002000,1202.95500185,78136.9392017,"POLYGON ((984215.974609375 205392.4210205078, 984153.500793457 205295.4985961914, 984111.8442382812 205230.87280273438, 983967.5267944336 205325.10479736328, 983783.0916137695 205447.13861083984, 983858.5441894531 205623.36199951172, 984215.974609375 205392.4210205078))",0.541358,0.108892,0.006521,0.0,0.0,0.219775,0.068426,0.055027,0.0,0.237423,0.014218,0.0,0.0,0.479186,0.149193,0.119978,0.0,9.0,0,25,0,19,Greenwich Village,11.3,0,37,0,23,4.0,5.119217672034142e-05,,,,0,0,0,0,0,0,0
1090,2001,1,Manhattan,006500,10065002001,360610065002001,681.159016573,24749.2805769,"POLYGON ((984382.8240356445 205284.30938720703, 984371.8916015625 205263.33959960938, 984319.2446289062 205181.75360107422, 984299.6943969727 205194.44201660156, 984288.5252075195 205177.13299560547, 984244.7878417969 205205.5189819336, 984258.1910400391 205226.28900146484, 984171.6666259766 205282.44799804688, 984153.500793457 205295.4985961914, 984215.974609375 205392.4210205078, 984382.8240356445 205284.30938720703))",0.500726,0.003021,0.014938,0.0,0.0,0.28568,0.076031,0.119604,0.0,0.006051,0.029919,0.0,0.0,0.572191,0.152283,0.239556,0.0,10.9,0,25,0,21,Greenwich Village,11.3,0,37,0,23,3.0,0.00012121564465999392,,,,0,0,0,0,0,0,0
1091,2002,1,Manhattan,006500,10065002002,360610065002002,1647.18826854,112020.293358,"POLYGON ((984382.8240356445 205284.30938720703, 984425.6525878906 205256.55841064453, 984129.4360351562 204796.0903930664, 983920.0958251953 204931.8901977539, 984111.8442382812 205230.87280273438, 984153.500793457 205295.4985961914, 984171.6666259766 205282.44799804688, 984258.1910400391 205226.28900146484, 984244.7878417969 205205.5189819336, 984288.5252075195 205177.13299560547, 984299.6943969727 205194.44201660156, 984319.2446289062 205181.75360107422, 984371.8916015625 205263.33959960938, 984382.8240356445 205284.30938720703))",0.557235,0.053417,0.001666,0.0,0.0,0.245507,0.037049,0.105125,0.0,0.120644,0.003763,0.0,0.0,0.554486,0.083676,0.237428,0.0,9.5,0,29,0,21,Greenwich Village,11.3,0,37,0,23,3.0,2.678086184270605e-05,,,,0,0,0,0,0,0,0
1092,3000,1,Manhattan,006500,10065003000,360610065003000,662.952168481,18477.0330406,"POLYGON ((983967.5267944336 205325.10479736328, 983876.7232055664 205194.07159423828, 983882.7681884766 205227.24041748047, 983852.2811889648 205246.9146118164, 983809.0468139648 205348.92822265625, 983783.0916137695 205447.13861083984, 983967.5267944336 205325.10479736328))",0.606018,0.132209,0.005619,0.0,0.0,0.179519,0.034719,0.041916,0.0,0.335571,0.014262,0.0,0.0,0.455653,0.088123,0.106391,0.0,6.2,0,21,0,14,Greenwich Village,11.3,0,37,0,23,1.0,5.412124326468852e-05,,,,0,0,0,0,0,0,0
1093,3001,1,Manhattan,006500,10065003001,360610065003001,902.19939783,33691.597513,"POLYGON ((983876.7232055664 205194.07159423828, 983639.3187866211 205108.93060302734, 983652.2850341797 205146.65118408203, 983783.0916137695 205447.13861083984, 983809.0468139648 205348.92822265625, 983852.2811889648 205246.9146118164, 983882.7681884766 205227.24041748047, 983876.7232055664 205194.07159423828))",0.592083,0.171659,0.006638,0.0,0.0,0.102747,0.089949,0.036925,0.0,0.420818,0.016273,0.0,0.0,0.251882,0.220508,0.090521,0.0,7.0,0,21,0,18,Greenwich Village,11.3,0,37,0,23,4.0,0.0001187239636961883,,,,0,0,0,0,0,0,0
1094,3002,1,Manhattan,006500,10065003002,360610065003002,1271.10812151,78321.6578339,"POLYGON ((984111.8442382812 205230.87280273438, 983920.0958251953 204931.8901977539, 983639.3187866211 205108.93060302734, 983876.7232055664 205194.07159423828, 983967.5267944336 205325.10479736328, 984111.8442382812 205230.87280273438))",0.579201,0.103649,0.003061,0.0,0.0,0.204068,0.040129,0.069892,0.0,0.246315,0.007274,0.0,0.0,0.484954,0.095364,0.166094,0.0,7.8,0,25,0,17,Greenwich Village,11.3,0,37,0,23,4.0,5.107144193095308e-05,,,,0,0,0,0,0,0,0
1095,3003,1,Manhattan,006500,10065003003,360610065003003,1874.03346226,99450.1923704,"POLYGON ((983920.0958251953 204931.8901977539, 983668.5872192383 204541.5073852539, 983654.3975830078 204519.48278808594, 983578.5302124023 204570.5535888672, 983522.7247924805 204608.11938476562, 983496.0895996094 204624.21362304688, 983469.1583862305 204638.9022216797, 983478.5150146484 204665.25799560547, 983549.8848266602 204873.81701660156, 983680.3895874023 204793.50799560547, 983745.4790039062 204894.14282226562, 983703.7614135742 204921.1558227539, 983731.4352416992 204961.6453857422, 983759.3586425781 205007.11499023438, 983639.3187866211 205108.93060302734, 983920.0958251953 204931.8901977539))",0.626665,0.055896,0.000529,0.003704,0.0,0.101261,0.075642,0.136302,0.0,0.149721,0.001417,0.009921,0.0,0.271234,0.202612,0.365093,0.0,7.5,0,25,0,19,Greenwich Village,11.3,0,37,0,23,4.0,4.022113889033105e-05,,,,0,0,0,0,0,0,0
1096,3004,1,Manhattan,006500,10065003004,360610065003004,834.140051882,36271.901799,"POLYGON ((983549.8848266602 204873.81701660156, 983639.3187866211 205108.93060302734, 983759.3586425781 205007.11499023438, 983731.4352416992 204961.6453857422, 983703.7614135742 204921.1558227539, 983745.4790039062 204894.14282226562, 983680.3895874023 204793.50799560547, 983549.8848266602 204873.81701660156))",0.453417,0.0888,0.008612,0.0,0.0,0.187692,0.126567,0.134912,0.0,0.162464,0.015756,0.0,0.0,0.343392,0.23156,0.246828,0.0,10.3,0,23,0,20,Greenwich Village,11.3,0,37,0,23,1.0,2.7569549717615568e-05,,,,0,0,0,0,0,0,0
