latitude_dd,longitude_dd,latitude,longitude,eventName,hwmTypeName,hwmQualityName,verticalDatumName,verticalMethodName,approvalMember,markerName,horizontalMethodName,horizontalDatumName,flagMemberName,surveyMemberName,site_no,siteDescription,sitePriorityName,networkNames,stateName,countyName,siteZone,sitePermHousing,site_latitude,site_longitude,hwm_id,waterbody,site_id,event_id,hwm_type_id,hwm_quality_id,hwm_locationdescription,survey_date,elev_ft,vdatum_id,vcollect_method_id,bank,approval_id,marker_id,height_above_gnd,hcollect_method_id,peak_summary_id,hwm_notes,hwm_environment,flag_date,stillwater,hdatum_id,flag_member_id,survey_member_id,uncertainty,hwm_uncertainty,hwm_label,last_updated,last_updated_by,horizontal_datums,vertical_collect_methods,horizontal_collect_methods,hwm_types,hwm_qualities,event,peak_summary,survey_member,marker,approval,files,site,vertical_datums,flag_member,Links
40.64552,-73.26059,40.64552,-73.26059,2012 Sandy,Seed line,Excellent: +/- 0.05 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYSUF07644,,,,NY,Suffolk County,,Yes,40.64552,-73.26059,6525,,7644,24,5,1,on electrical box,,5.7,2,,,,,,4,,,Coastal,10/29/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.64172,-73.25313,40.64172,-73.25313,2012 Sandy,Seed line,Excellent: +/- 0.05 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYSUF07645,,,,NY,Suffolk County,,Yes,40.64172,-73.25313,6526,,7645,24,5,1,on front door of building,,5.4,2,,,,,,4,,,Coastal,10/29/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.62505,-73.26518,40.62505,-73.26518,2012 Sandy,Seed line,Excellent: +/- 0.05 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYSUF07646,,,,NY,Suffolk County,,Yes,40.62505,-73.26518,6527,,7646,24,5,1,on inside wall of building,,6.4,2,,,,,,4,,,Coastal,10/29/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.62819,-73.24333,40.62819,-73.24333,2012 Sandy,Debris,Poor: +/- 0.40 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYSUF07647,,,,NY,Suffolk County,,Yes,40.62819,-73.24333,6528,,7647,24,2,4,on path,,5.6,2,,,,,,4,,,Coastal,10/29/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.63977,-73.28816,40.63977,-73.28816,2012 Sandy,Seed line,Excellent: +/- 0.05 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYSUF07648,,,,NY,Suffolk County,,Yes,40.63977,-73.28816,6529,,7648,24,5,1,on post under back deck,,7.8,2,,,,,,4,,,Coastal,10/29/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.62002,-73.39252,40.62002,-73.39252,2012 Sandy,Seed line,Excellent: +/- 0.05 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYSUF07649,,,,NY,Suffolk County,,Yes,40.62002,-73.39252,6530,,7649,24,5,1,on back of house,,8.9,2,,,,,,4,,,Coastal,10/29/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.61515,-73.41682,40.61515,-73.41682,2012 Sandy,Seed line,Excellent: +/- 0.05 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYSUF07650,,,,NY,Suffolk County,,Yes,40.61515,-73.41682,6531,,7650,24,5,1,on garage,,7.5,2,,,,,,4,,,Coastal,10/29/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.66481,-73.42332,40.66481,-73.42332,2012 Sandy,Seed line,Excellent: +/- 0.05 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYSUF07651,,,,NY,Suffolk County,,Yes,40.66481,-73.42332,6532,,7651,24,5,1,on side of house,,7.5,2,,,,,,4,,,Coastal,10/29/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
41.11956,-72.33626,41.11956,-72.33626,2012 Sandy,Seed line,Excellent: +/- 0.05 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYSUF07652,,,,NY,Suffolk County,,Yes,41.11956,-72.33626,6533,,7652,24,5,1,on front of house,,6.5,2,,,,,,4,,,Coastal,10/29/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
41.08202,-72.38738,41.08202,-72.38738,2012 Sandy,Seed line,Good: +/- 0.10 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYSUF07653,,,,NY,Suffolk County,,Yes,41.08202,-72.38738,6534,,7653,24,5,2,on side of house,,6.4,2,,,,,,4,,,Coastal,10/29/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
41.03709,-72.39347,41.03709,-72.39347,2012 Sandy,Seed line,Good: +/- 0.10 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYSUF07654,,,,NY,Suffolk County,,Yes,41.03709,-72.39347,6535,,7654,24,5,2,on garage foundation,,6.6,2,,,,,,4,,,Coastal,10/29/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
41.03756,-72.42766,41.03756,-72.42766,2012 Sandy,Seed line,Good: +/- 0.10 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYSUF07655,,,,NY,Suffolk County,,Yes,41.03756,-72.42766,6536,,7655,24,5,2,on gate,,6.9,2,,,,,,4,,,Coastal,10/29/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.95795,-72.54858,40.95795,-72.54858,2012 Sandy,Seed line,Good: +/- 0.10 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYSUF07656,,,,NY,Suffolk County,,Yes,40.95795,-72.54858,6537,,7656,24,5,2,on fence,,6.8,2,,,,,,4,,,Coastal,10/29/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.93516,-72.57569,40.93516,-72.57569,2012 Sandy,Mud,Good: +/- 0.10 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYSUF07657,,,,NY,Suffolk County,,Yes,40.93516,-72.57569,6538,,7657,24,1,2,on shed,,7.8,2,,,,,,4,,,Coastal,10/29/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.634165,-73.345257,40.634165,-73.345257,2012 Sandy,Seed line,Excellent: +/- 0.05 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYSUF07658,,,,NY,Suffolk County,,Yes,40.634165,-73.345257,6539,,7658,24,5,1,on door inside maintenance garage,,5.2,2,,,,,,4,,,Coastal,10/29/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
42.07166,-73.93855,42.07166,-73.93855,2012 Sandy,Seed line,Good: +/- 0.10 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYULS07659,,,,NY,Ulster County,,Yes,42.07166,-73.93855,6540,,7659,24,5,2,on back of shed behind 145 Lighthouse Drive,,9.4,2,,,,,,4,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
42.0712,-73.93813,42.0712,-73.93813,2012 Sandy,Seed line,Good: +/- 0.10 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYULS07659,,,,NY,Ulster County,,Yes,42.07166,-73.93855,6541,,7659,24,5,2,on landward side of 146 Lighthouse drive,,9.4,2,,,,,,4,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
42.07149,-73.93701,42.07149,-73.93701,2012 Sandy,Seed line,Good: +/- 0.10 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYULS07659,,,,NY,Ulster County,,Yes,42.07166,-73.93855,6542,,7659,24,5,2,on handrail of U.S. Coast Guard post,,9.4,2,,,,,,4,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
41.929,-73.96844,41.929,-73.96844,2012 Sandy,Seed line,Excellent: +/- 0.05 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYULS07660,,,,NY,Ulster County,,Yes,41.929,-73.96844,6543,,7660,24,5,1,on large front window of 136 Delaware Avenue,,9.3,2,,,,,,4,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
41.92898,-73.96849,41.92898,-73.96849,2012 Sandy,Seed line,Excellent: +/- 0.05 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYULS07660,,,,NY,Ulster County,,Yes,41.929,-73.96844,6544,,7660,24,5,1,on siding of South side of 138 Delaware Avenue,,9.3,2,,,,,,4,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
41.92904,-73.96852,41.92904,-73.96852,2012 Sandy,Seed line,Excellent: +/- 0.05 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYULS07660,,,,NY,Ulster County,,Yes,41.929,-73.96844,6545,,7660,24,5,1,on west side of 138 Delaware Avenue,,9.2,2,,,,,,4,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
41.92899,-73.96874,41.92899,-73.96874,2012 Sandy,Mud,Excellent: +/- 0.05 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYULS07660,,,,NY,Ulster County,,Yes,41.929,-73.96844,6546,,7660,24,1,1,on south side of 146 Delaware Avenue,,9.2,2,,,,,,4,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
41.15692,-73.86997,41.15692,-73.86997,2012 Sandy,Debris,Good: +/- 0.10 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYWES07661,,,,NY,Westchester County,,Yes,41.15692,-73.86997,6547,,7661,24,2,2,on grass downstream of Metro North station,,9,2,,,,,,4,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
41.15573,-73.87005,41.15573,-73.87005,2012 Sandy,Seed line,Excellent: +/- 0.05 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYWES07661,,,,NY,Westchester County,,Yes,41.15692,-73.86997,6548,,7661,24,5,1,inside public bathroom,,9,2,,,,,,4,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.99874,-73.8846,40.99874,-73.8846,2012 Sandy,Seed line,Excellent: +/- 0.05 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYWES07662,,,,NY,Westchester County,,Yes,40.99874,-73.8846,6549,,7662,24,5,1,"on upstream side of ""Harvest-on-Hudson"" restaurant",,8.9,2,,,,,,4,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.93719,-73.90311,40.93719,-73.90311,2012 Sandy,Debris,Good: +/- 0.10 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYWES07663,,,,NY,Westchester County,,Yes,40.93719,-73.90311,6550,,7663,24,2,2,on grass on upstream side of Hudson Park at end of Wells Avenue,,9,2,,,,,,4,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.93732,-73.90304,40.93732,-73.90304,2012 Sandy,Debris,Good: +/- 0.10 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYWES07663,,,,NY,Westchester County,,Yes,40.93719,-73.90311,6551,,7663,24,2,2,on grass on upstream side of Hudson Park at end of Wells Avenue,,9,2,,,,,,4,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.93713,-73.90289,40.93713,-73.90289,2012 Sandy,Seed line,Fair: +/- 0.20 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYWES07663,,,,NY,Westchester County,,Yes,40.93719,-73.90311,6552,,7663,24,5,3,on exterior of door on streamward side of 2 Alexander Street,,9.2,2,,,,,,4,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.943,-73.7209,40.943,-73.7209,2012 Sandy,Seed line,Excellent: +/- 0.05 ft,NAVD88,,,,RT-GNSS,NAD83,Marie Peppler,,NYWES07664,"end of dock at Mamaroneck Beach & Yacht Club, Mamaroneck",,"SWaTH, North Atlantic",NY,Westchester County,,No,40.942755,-73.719828,6553,,7664,24,5,1,in shower stall of Mamaroneck Yacht Club,,10.5,2,,,,,,6,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.890639,-73.782364,40.890639,-73.782364,2012 Sandy,Seed line,Excellent: +/- 0.05 ft,NAVD88,,,,RT-GNSS,NAD83,Marie Peppler,,NYWES07665,"Wooden dock at Neptune Park, New Rochelle, NY.",Priority 2 (secondary or full deployment),"North Atlantic, SWaTH",NY,Westchester County,,No,40.890385,-73.78172,6554,,7665,24,5,1,inside steel container on dock,,10.2,2,,,,,,6,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.9087,-73.7686,40.9087,-73.7686,2012 Sandy,Debris,Good: +/- 0.10 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYWES07666,,,,NY,Westchester County,,Yes,40.9087,-73.7686,6555,,7666,24,2,2,,,11.8,2,,,,,,4,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.9317,-73.7447,40.9317,-73.7447,2012 Sandy,Debris,Good: +/- 0.10 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYWES07667,,,,NY,Westchester County,,Yes,40.9317,-73.7447,6556,,7667,24,2,2,on berm,,10.1,2,,,,,,4,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.9558058026,-73.6925666172,40.9558058026,-73.6925666172,2012 Sandy,Seed line,Excellent: +/- 0.05 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYWES07668,,,,NY,Westchester County,,Yes,40.9558058026,-73.6925666172,6557,,7668,24,5,1,on utility house,,10.2,2,,,,,,4,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.9785652721,-73.6655964814,40.9785652721,-73.6655964814,2012 Sandy,Seed line,Excellent: +/- 0.05 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYWES07669,,,,NY,Westchester County,,Yes,40.9785652721,-73.6655964814,6558,,7669,24,5,1,on wall inside building,,9.8,2,,,,,,4,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.947445,-73.732346,40.947445,-73.732346,2012 Sandy,Seed line,Good: +/- 0.10 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYWES07670,RDG-NY-WES-001,Priority 1 (network or time critical),"SWaTH, North Atlantic",NY,Westchester County,,No,40.94881,-73.732617,6559,,7670,24,5,2,on inside of concrete water supply,,10.3,2,,,,,,4,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
