latitude_dd,longitude_dd,latitude,longitude,eventName,hwmTypeName,hwmQualityName,verticalDatumName,verticalMethodName,approvalMember,markerName,horizontalMethodName,horizontalDatumName,flagMemberName,surveyMemberName,site_no,siteDescription,sitePriorityName,networkNames,stateName,countyName,siteZone,sitePermHousing,site_latitude,site_longitude,hwm_id,waterbody,site_id,event_id,hwm_type_id,hwm_quality_id,hwm_locationdescription,survey_date,elev_ft,vdatum_id,vcollect_method_id,bank,approval_id,marker_id,height_above_gnd,hcollect_method_id,peak_summary_id,hwm_notes,hwm_environment,flag_date,stillwater,hdatum_id,flag_member_id,survey_member_id,uncertainty,hwm_uncertainty,hwm_label,last_updated,last_updated_by,horizontal_datums,vertical_collect_methods,horizontal_collect_methods,hwm_types,hwm_qualities,event,peak_summary,survey_member,marker,approval,files,site,vertical_datums,flag_member,Links
40.502354,-74.231087,40.502354,-74.231087,2012 Sandy,Debris,Good: +/- 0.10 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYRIC00003,SSS-NY-RIC-003WL,Priority 1 (network or time critical),"North Atlantic, SWaTH",NY,Richmond County,,No,40.501881,-74.230339,6408,,7069,24,2,2,on lawn,,13.2,2,,,,,,4,,,Coastal,10/29/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.57941,-74.011175,40.57941,-74.011175,2012 Sandy,Stain line,Excellent: +/- 0.05 ft,NAVD88,,,,Static-GNSS,NAD83,Marie Peppler,,NYKIN00001,SSS-NY-KIN-001WL,Priority 1 (network or time critical),"SWaTH, North Atlantic",NY,Kings County,,No,40.579998,-74.011612,6253,,7072,24,6,1,on outside of house,,12.4,2,,,,,,2,,,Coastal,10/29/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.583975,-73.64081,40.583975,-73.64081,2012 Sandy,Stain line,Good: +/- 0.10 ft,NAVD88,,,,Static-GNSS,NAD83,Marie Peppler,,NYNAS07073,"Rock groin on open ocean beach at end of Pacific Boulevard, Long Beach, NY.",Priority 1 (network or time critical),"SWaTH, North Atlantic",NY,Nassau County,,No,40.582752,-73.640682,6285,,7073,24,6,2,on beach wall,,10.7,2,,,,,,2,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.644,-73.157,40.644,-73.157,2012 Sandy,Mud,Excellent: +/- 0.05 ft,NAVD88,,,,Map (digital or paper),NAD83,Todd Koenig,Todd Koenig,NYSUF00017,"Cement groin on open ocean beach at end of Wilmot Road, Ocean Beach, NY.",Priority 1 (network or time critical),"North Atlantic, SWaTH",NY,Suffolk County,0,No,40.643161,-73.1575,34892,Atlantic Ocean,7077,24,1,1,on outside of house,12/13/2018 6:00:00 AM,8,2,,N/A,,,,4,,HWM transferred from site 7583 to site 0017 by TKoenig on 12/13/18 to resolve duplicate site lat/lon.  Marrie Peppler listed as original flagging mamber.,Coastal,10/29/2012 5:00:00 AM,0,2,35,35,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.658911,-73.264775,40.658911,-73.264775,2012 Sandy,Debris,Poor: +/- 0.40 ft,NAVD88,,,,RT-GNSS,NAD83,Marie Peppler,,NYSUF07082,"Bridge pier of Robert Moses Causeway at north side of Captree Island, Captree, NY.",Priority 1 (network or time critical),"SWaTH, North Atlantic",NY,Suffolk County,,No,40.659318,-73.264861,6444,,7082,24,2,4,on grassy embankment,,7.1,2,,,,,,6,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.6853,-73.2799,40.6853,-73.2799,2012 Sandy,Debris,Poor: +/- 0.40 ft,NAVD88,,,,RT-GNSS,NAD83,Marie Peppler,,NYSUF07085,"Bridge pier of Robert Moses Causeway at north side of Great South Bay, West Islip, NY.",Priority 1 (network or time critical),"North Atlantic, SWaTH",NY,Suffolk County,,No,40.685227,-73.279903,6443,,7085,24,2,4,on grassy embankment,,7.4,2,,,,,,6,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.70396,-73.99049,40.70396,-73.99049,2012 Sandy,Seed line,Good: +/- 0.10 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYKIN00002,,,,NY,Kings County,,Yes,40.704581,-73.988317,6248,,7086,24,5,2,in window of Bubby's Restaurant and Bar,,11.3,2,,,,,,4,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.703999,-73.989436,40.703999,-73.989436,2012 Sandy,Seed line,Good: +/- 0.10 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYKIN00002,,,,NY,Kings County,,Yes,40.704581,-73.988317,6251,,7086,24,5,2,on front of building,,11,2,,,,,,4,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.703999,-73.989436,40.703999,-73.989436,2012 Sandy,Seed line,Good: +/- 0.10 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYKIN00002,,,,NY,Kings County,,Yes,40.704581,-73.988317,6252,,7086,24,5,2,on back of guard booth,,10.9,2,,,,,,4,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.7505,-73.0137,40.7505,-73.0137,2012 Sandy,Stain line,Excellent: +/- 0.05 ft,NAVD88,,,,RT-GNSS,NAD83,Marie Peppler,,NYSUF00021,"SSS-NY-SUF-021WL
SSS-NY-SUF-021BP",Priority 1 (network or time critical),"SWaTH, North Atlantic",NY,Suffolk County,,No,40.749179,-73.01338,6442,,7087,24,6,1,on side of shed,,5.8,2,,,,,,6,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.7877,-72.7495,40.7877,-72.7495,2012 Sandy,Seed line,Excellent: +/- 0.05 ft,NAVD88,,,,RT-GNSS,NAD83,Marie Peppler,,NYSUF07089,"End of Toledo Avenue at U.S. Coast Guard Station East Moriches, East Moriches, NY.",Priority 1 (network or time critical),"North Atlantic, SWaTH",NY,Suffolk County,,No,40.787121,-72.750252,6453,,7089,24,5,1,on outside of building,,6.3,2,,,,,,6,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.8504,-72.5038,40.8504,-72.5038,2012 Sandy,Seed line,Excellent: +/- 0.05 ft,NAVD88,,,,RT-GNSS,NAD83,Marie Peppler,,NYSUF00006,SSS-NY-SUF-006WL,Priority 1 (network or time critical),"SWaTH, North Atlantic",NY,Suffolk County,,No,40.848869,-72.502853,6450,,7092,24,5,1,on outside of building,,6.6,2,,,,,,6,,,Coastal,10/29/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.8775,-73.53017,40.8775,-73.53017,2012 Sandy,Seed line,Good: +/- 0.10 ft,NAVD88,,,,Static-GNSS,NAD83,Marie Peppler,,NYNAS07094,"bulkhead to marina at Theodore Roosevelt Memorial Park, Oyster Bay",Priority 1 (network or time critical),"North Atlantic, SWaTH",NY,Nassau County,,Yes,40.877911,-73.530571,6275,,7094,24,5,2,inside of building,,9.8,2,,,,,,2,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.8935,-72.5033,40.8935,-72.5033,2012 Sandy,Stain line,Good: +/- 0.10 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYSUF00008,,,,NY,Suffolk County,,Yes,40.893311,-72.502998,6473,,7098,24,6,2,on house,,6.3,2,,,,,,4,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.900303,-73.353029,40.900303,-73.353029,2012 Sandy,Seed line,Fair: +/- 0.20 ft,NAVD88,,,,RT-GNSS,NAD83,Marie Peppler,,NYSUF07099,"Northport Village Dock at Northport Park at end of Main Street, Northport, NY.",Priority 1 (network or time critical),"North Atlantic, SWaTH",NY,Suffolk County,,No,40.900482,-73.353035,6484,,7099,24,5,3,door jamb,,9.457,2,,,,,,6,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.91593,-72.63776,40.91593,-72.63776,2012 Sandy,Debris,Fair: +/- 0.20 ft,NAVD88,,,,RT-GNSS,NAD83,Marie Peppler,,NYSUF07101,SSS-NY-SUF-005WL,Priority 3 (desired but not required),"SWaTH, North Atlantic",NY,Suffolk County,,No,40.916077,-72.637741,6440,,7101,24,2,3,on shoulder of road,,8.6,2,,,,,,6,,,Coastal,10/29/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.94574,-73.07198,40.94574,-73.07198,2012 Sandy,Seed line,Excellent: +/- 0.05 ft,NAVD88,,,,Map (digital or paper),NAD83,Todd Koenig,Todd Koenig,NYSUF07102,"Town of Brookhaven boat ramp at end of Barnum Avenue, Port Jefferson",Priority 1 (network or time critical),"North Atlantic, SWaTH",NY,Suffolk County,,Yes,40.946167,-73.072273,25838,Port Jefferson Harbor,7102,24,5,1,on side of fence,10/23/2017 5:00:00 AM,8.8,2,,N/A,,,,4,,This HWM moved ffrom site 7599 to site 7102 by TKoenig on 10/23/2017 to reconcile duplicate site locations.,Coastal,10/30/2012 5:00:00 AM,0,2,35,35,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.945739,-73.07198,40.945739,-73.07198,2012 Sandy,Seed line,Excellent: +/- 0.05 ft,NAVD88,,,,Map (digital or paper),NAD83,Todd Koenig,Todd Koenig,NYSUF07102,"Town of Brookhaven boat ramp at end of Barnum Avenue, Port Jefferson",Priority 1 (network or time critical),"North Atlantic, SWaTH",NY,Suffolk County,,Yes,40.946167,-73.072273,25839,Port Jefferson Harbor,7102,24,5,1,on outside of building,10/23/2017 5:00:00 AM,8.8,2,,N/A,,,,4,,Moved by TKoenig from site 7599 to site 7102 on 10/23/2017 to reconcile duplicate site locations.,Coastal,10/30/2012 5:00:00 AM,0,2,35,35,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.964515,-72.8632,40.964515,-72.8632,2012 Sandy,Debris,Poor: +/- 0.40 ft,NAVD88,,,,Map (digital or paper),NAD83,Todd Koenig,Todd Koenig,NYSUF07103,"end of Creek Road at dock to boat ramp, Wading River",Priority 1 (network or time critical),"North Atlantic, SWaTH",NY,Suffolk County,,Yes,40.964375,-72.863197,25836,Wading River/Long Island Sound,7103,24,2,4,on fence,10/23/2017 5:00:00 AM,8.3,2,,N/A,,,,4,,,Coastal,10/30/2012 5:00:00 AM,0,2,35,35,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.964924,-72.863171,40.964924,-72.863171,2012 Sandy,Seed line,Excellent: +/- 0.05 ft,NAVD88,,,,Map (digital or paper),NAD83,Todd Koenig,Todd Koenig,NYSUF07103,"end of Creek Road at dock to boat ramp, Wading River",Priority 1 (network or time critical),"North Atlantic, SWaTH",NY,Suffolk County,,Yes,40.964375,-72.863197,25837,Wading River/Long Island Sound,7103,24,5,1,on back of shed,10/23/2017 5:00:00 AM,8.5,2,,N/A,,,,4,,,Coastal,10/30/2012 5:00:00 AM,0,2,35,35,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.9898,-72.47077,40.9898,-72.47077,2012 Sandy,Seed line,Excellent: +/- 0.05 ft,NAVD88,,,,RT-GNSS,NAD83,Marie Peppler,,NYSUF00014,"end of Jackson Street at wooden bulkhead to boat ramp, New Suffolk",Priority 1 (network or time critical),"North Atlantic, SWaTH",NY,Suffolk County,,Yes,40.990695,-72.470741,6439,,7104,24,5,1,on back of house,,7.1,2,,,,,,6,,,Coastal,10/29/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
41.001,-72.291,41.001,-72.291,2012 Sandy,Stain line,Excellent: +/- 0.05 ft,NAVD88,,,,RT-GNSS,NAD83,Marie Peppler,,NYSUF07107,"Sag Harbor Yacht Club, north of Bay Street, Sag Harbor",Priority 1 (network or time critical),"North Atlantic, SWaTH",NY,Suffolk County,,Yes,41.001972,-72.290298,6465,,7107,24,6,1,on fence,,6.3,2,,,,,,6,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
41.01220374,-72.55639725,41.01220374,-72.55639725,2012 Sandy,Seed line,Excellent: +/- 0.05 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYSUF07108,,,,NY,Suffolk County,,Yes,41.012585,-72.558281,6479,,7108,24,5,1,on side of fence,,7.8,2,,,,,,4,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
41.10103,-72.36118,41.10103,-72.36118,2012 Sandy,Debris,Good: +/- 0.10 ft,NAVD88,,,,RT-GNSS,NAD83,Marie Peppler,,NYSUF00015,"wooden bulkhead at Mitchell Park, Greenport",Priority 1 (network or time critical),"SWaTH, North Atlantic",NY,Suffolk County,,No,41.10104,-72.361443,6432,,7110,24,2,2,,,6.4,2,,,,,,6,,,Coastal,10/29/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
41.10095,-72.36161,41.10095,-72.36161,2012 Sandy,Seed line,Excellent: +/- 0.05 ft,NAVD88,,,,RT-GNSS,NAD83,Marie Peppler,,NYSUF00015,"wooden bulkhead at Mitchell Park, Greenport",Priority 1 (network or time critical),"SWaTH, North Atlantic",NY,Suffolk County,,No,41.10104,-72.361443,6433,,7110,24,5,1,,,6.4,2,,,,,,6,,,Coastal,10/29/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
42.473306,-73.7905,42.473306,-73.7905,2012 Sandy,Debris,Fair: +/- 0.20 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYALB07392,,,,NY,Albany County,,Yes,42.473306,-73.7905,6212,,7392,24,2,3,across field in park,,10.2,2,,,,,,4,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
42.473444,-73.7905,42.473444,-73.7905,2012 Sandy,Debris,Poor: +/- 0.40 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYALB07392,,,,NY,Albany County,,Yes,42.473306,-73.7905,6213,,7392,24,2,4,along field in park,,10,2,,,,,,4,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
42.74684,-73.68936,42.74684,-73.68936,2012 Sandy,Debris,Poor: +/- 0.40 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYALB07393,,,,NY,Albany County,,Yes,42.74684,-73.68936,6214,,7393,24,2,4,on right bank rip-rap,,10.6,2,,,,,,4,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
42.7474,-73.68924,42.7474,-73.68924,2012 Sandy,Debris,Poor: +/- 0.40 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYALB07393,,,,NY,Albany County,,Yes,42.74684,-73.68936,6215,,7393,24,2,4,on right bank rip-rap,,10.7,2,,,,,,4,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.8428,-73.929,40.8428,-73.929,2012 Sandy,Seed line,Excellent: +/- 0.05 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYBRO07394,,,,NY,Bronx County,,Yes,40.8428,-73.929,6216,,7394,24,5,1,on side of fence,,9.7,2,,,,,,4,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.823,-73.9322,40.823,-73.9322,2012 Sandy,Mud,Good: +/- 0.10 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYBRO07395,,,,NY,Bronx County,,Yes,40.823,-73.9322,6217,,7395,24,1,2,on concrete path,,9.9,2,,,,,,4,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.8047,-73.9023,40.8047,-73.9023,2012 Sandy,Seed line,Good: +/- 0.10 ft,NAVD88,,,,Static-GNSS,NAD83,Marie Peppler,,NYBRO07396,"SSS-NY-BRO-001WL
SSS-NY-BRO-001BP",,"North Atlantic, SWaTH",NY,Bronx County,,No,40.8047,-73.9023,6218,,7396,24,5,2,inside guard booth,,10.6,2,,,,,,2,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.807,-73.87,40.807,-73.87,2012 Sandy,Debris,Good: +/- 0.10 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYBRO07397,,,,NY,Bronx County,,Yes,40.807,-73.87,6219,,7397,24,2,2,in grass field,,10.3,2,,,,,,4,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.8154,-73.8386,40.8154,-73.8386,2012 Sandy,Debris,Fair: +/- 0.20 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYBRO07398,,,,NY,Bronx County,,Yes,40.8154,-73.8386,6220,,7398,24,2,3,on fence,,10.7,2,,,,,,4,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.8092,-73.8037,40.8092,-73.8037,2012 Sandy,Debris,Good: +/- 0.10 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYBRO07399,,,,NY,Bronx County,,Yes,40.8092,-73.8037,6221,,7399,24,2,2,on grass,,10.4,2,,,,,,4,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
40.8647,-73.802,40.8647,-73.802,2012 Sandy,Debris,Good: +/- 0.10 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYBRO07400,,,,NY,Bronx County,,Yes,40.8647,-73.802,6222,,7400,24,2,2,on grass,,10.2,2,,,,,,4,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
42.528667,-73.757333,42.528667,-73.757333,2012 Sandy,Seed line,Good: +/- 0.10 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYCOL07401,,,,NY,Columbia County,,Yes,42.528667,-73.757333,6223,,7401,24,5,2,on steel post,,10,2,,,,,,4,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
42.528694,-73.7578639,42.528694,-73.7578639,2012 Sandy,Seed line,Fair: +/- 0.20 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYCOL07401,,,,NY,Columbia County,,Yes,42.528667,-73.757333,6224,,7401,24,5,3,seed and mud line on small shed,,10.1,2,,,,,,4,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
42.528917,-73.758639,42.528917,-73.758639,2012 Sandy,Debris,Poor: +/- 0.40 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYCOL07401,,,,NY,Columbia County,,Yes,42.528667,-73.757333,6225,,7401,24,2,4,on grass,,9.9,2,,,,,,4,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
41.70667,-73.94013,41.70667,-73.94013,2012 Sandy,Seed line,Good: +/- 0.10 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYDUT07402,,,,NY,Dutchess County,,Yes,41.70667,-73.94013,6226,,7402,24,5,2,on back door of restaurant,,9,2,,,,,,4,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
41.70699,-73.94,41.70699,-73.94,2012 Sandy,Debris,Good: +/- 0.10 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYDUT07402,,,,NY,Dutchess County,,Yes,41.70667,-73.94013,6227,,7402,24,2,2,on grass,,9,2,,,,,,4,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
41.70874,-73.93926,41.70874,-73.93926,2012 Sandy,Seed line,Good: +/- 0.10 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYDUT07403,,,,NY,Dutchess County,,Yes,41.70874,-73.93926,6228,,7403,24,5,2,on downstream exterior wall of Children's Museum,,9.1,2,,,,,,4,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
41.70865,-73.9392,41.70865,-73.9392,2012 Sandy,Seed line,Good: +/- 0.10 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYDUT07403,,,,NY,Dutchess County,,Yes,41.70874,-73.93926,6229,,7403,24,5,2,on streamward side of outbuilding,,9,2,,,,,,4,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
41.70853,-73.93947,41.70853,-73.93947,2012 Sandy,Seed line,Good: +/- 0.10 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYDUT07403,,,,NY,Dutchess County,,Yes,41.70874,-73.93926,6230,,7403,24,5,2,on upstream side of green power shed,,9,2,,,,,,4,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
41.65165,-73.94353,41.65165,-73.94353,2012 Sandy,Seed line,Good: +/- 0.10 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYDUT07404,,,,NY,Dutchess County,,Yes,41.65165,-73.94353,6231,,7404,24,5,2,"on upstream, streamward side of stainless steel enclosure - 01372058 - Hudson River below Poughkeepsie, NY",,9.1,2,,,,,,4,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
41.65172,-73.94363,41.65172,-73.94363,2012 Sandy,Mud,Good: +/- 0.10 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYDUT07404,,,,NY,Dutchess County,,Yes,41.65165,-73.94353,6232,,7404,24,1,2,"on inside of USGS streamgage door - 01372058 - Hudson River below Poughkeepsie, NY",,9,2,,,,,,4,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
42.348167,-73.792389,42.348167,-73.792389,2012 Sandy,Seed line,Good: +/- 0.10 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYGRE07405,,,,NY,Greene County,,Yes,42.348167,-73.792389,6233,,7405,24,5,2,on white vinyl fence on Franklin St,,9.6,2,,,,,,4,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
42.348139,-73.792472,42.348139,-73.792472,2012 Sandy,Seed line,Good: +/- 0.10 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYGRE07405,,,,NY,Greene County,,Yes,42.348167,-73.792389,6234,,7405,24,5,2,seed and mud line on sliding glass door on Franklin St,,9.7,2,,,,,,4,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
42.347861,-73.792556,42.347861,-73.792556,2012 Sandy,Debris,Good: +/- 0.10 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYGRE07405,,,,NY,Greene County,,Yes,42.348167,-73.792389,6235,,7405,24,2,2,on lawn,,9.2,2,,,,,,4,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
42.26305,-73.80639,42.26305,-73.80639,2012 Sandy,Seed line,Excellent: +/- 0.05 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYGRE07406,,,,NY,Greene County,,Yes,42.26305,-73.80639,6236,,7406,24,5,1,on Athens wastewater treatment plant sign,,9.5,2,,,,,,4,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
42.26287,-73.80664,42.26287,-73.80664,2012 Sandy,Seed line,Excellent: +/- 0.05 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYGRE07406,,,,NY,Greene County,,Yes,42.26305,-73.80639,6237,,7406,24,5,1,on outside of blue house,,9.5,2,,,,,,4,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
42.26246,-73.80628,42.26246,-73.80628,2012 Sandy,Seed line,Excellent: +/- 0.05 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYGRE07406,,,,NY,Greene County,,Yes,42.26305,-73.80639,6238,,7406,24,5,1,on white house,,9.5,2,,,,,,4,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
42.263332,-73.8064,42.263332,-73.8064,2012 Sandy,Seed line,Excellent: +/- 0.05 ft,NAVD88,,,,Map (digital or paper),NAD83,Marie Peppler,,NYGRE07406,,,,NY,Greene County,,Yes,42.26305,-73.80639,6239,,7406,24,5,1,on outside of red garage on wastewater treatment plant property,,9.5,2,,,,,,4,,,Coastal,10/30/2012 12:00:00 AM,,2,36,,,,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
